"date","time","booking_id","booking_status","customer_id","vehicle_type","pickup_location","drop_location","v_tat","c_tat","canceled_rides_by_customer","canceled_rides_by_driver","incomplete_rides","incomplete_rides_reason","booking_value","payment_method","ride_distance","driver_ratings","customer_rating"
"2024-07-28 16:31:00","16:31:00","CNR2332223815","Success","CID557188","Mini","Whitefield","Ramamurthy Nagar",70,85,NULL,NULL,"No",NULL,556,"UPI",27,"5.0","3.2"
"2024-07-03 18:29:00","18:29:00","CNR8606343558","Success","CID193075","Bike","Kadugodi","Yeshwanthpur",63,95,NULL,NULL,"No",NULL,187,"UPI",34,"4.9","3.8"
"2024-07-30 18:06:00","18:06:00","CNR2478670622","Success","CID381271","Prime Plus","Hennur","Hosur Road",154,130,NULL,NULL,"No",NULL,445,"UPI",48,"4.9","4.6"
"2024-07-09 20:36:00","20:36:00","CNR5683291566","Success","CID221217","Prime SUV","Sahakar Nagar","Indiranagar",119,25,NULL,NULL,"No",NULL,545,"UPI",6,"3.3","4.9"
"2024-07-14 01:07:00","01:07:00","CNR6691577601","Success","CID983207","Prime Sedan","MG Road","RT Nagar",189,90,NULL,NULL,"No",NULL,107,"UPI",27,"3.5","3.3"
"2024-07-22 05:44:00","05:44:00","CNR3412387949","Success","CID786300","Prime Sedan","Majestic","Hulimavu",154,140,NULL,NULL,"No",NULL,216,"UPI",33,"4.4","4.5"
"2024-07-23 08:56:00","08:56:00","CNR7683288053","Success","CID472301","Prime Plus","Vijayanagar","KR Puram",140,135,NULL,NULL,"No",NULL,584,"UPI",18,"3.1","3.3"
"2024-07-26 10:10:00","10:10:00","CNR3652386033","Success","CID718764","Bike","Jayanagar","MG Road",119,30,NULL,NULL,"No",NULL,398,"UPI",4,"3.3","3.3"
"2024-07-29 03:17:00","03:17:00","CNR1508971604","Success","CID902685","Prime Sedan","Hebbal","BTM Layout",238,140,NULL,NULL,"No",NULL,305,"UPI",23,"3.8","4.4"
"2024-07-03 09:20:00","09:20:00","CNR4419040819","Success","CID644474","Bike","Kengeri","Devanahalli",56,45,NULL,NULL,"No",NULL,501,"UPI",49,"4.5","3.1"
"2024-07-06 08:41:00","08:41:00","CNR9102117353","Success","CID226904","Prime Plus","Cox Town","Magadi Road",231,135,NULL,NULL,"No",NULL,2884,"UPI",48,"3.8","4.9"
"2024-07-30 19:29:00","19:29:00","CNR6491202733","Success","CID188757","Mini","Magadi Road","Cox Town",56,45,NULL,NULL,"No",NULL,175,"UPI",2,"3.4","3.3"
"2024-07-11 12:39:00","12:39:00","CNR1767970743","Success","CID989298","Bike","Peenya","Rajarajeshwari Nagar",70,85,NULL,NULL,"No",NULL,494,"UPI",28,"3.1","3.8"
"2024-07-30 12:04:00","12:04:00","CNR6136026561","Success","CID233895","eBike","HSR Layout","Bellandur",49,100,NULL,NULL,"No",NULL,441,"UPI",27,"3.1","3.1"
"2024-07-08 19:31:00","19:31:00","CNR1689403754","Success","CID515450","Mini","Devanahalli","Hosur Road",259,120,NULL,NULL,"No",NULL,417,"UPI",24,"4.2","3.8"
"2024-07-14 06:47:00","06:47:00","CNR8602417067","Success","CID771701","Prime SUV","Cox Town","Basavanagudi",168,40,NULL,NULL,"No",NULL,235,"UPI",17,"3.7","3.7"
"2024-07-05 07:57:00","07:57:00","CNR5569548787","Success","CID141634","Prime Plus","Banashankari","Shivajinagar",252,40,NULL,NULL,"No",NULL,290,"UPI",22,"4.8","4.4"
"2024-07-24 05:57:00","05:57:00","CNR5414099759","Success","CID387411","Prime Sedan","Rajajinagar","Ramamurthy Nagar",161,140,NULL,NULL,"No",NULL,339,"UPI",17,"3.1","3.4"
"2024-07-03 21:45:00","21:45:00","CNR1200026621","Success","CID233911","Prime SUV","Chickpet","Tumkur Road",266,85,NULL,NULL,"No",NULL,1467,"UPI",32,"4.7","3.5"
"2024-07-01 07:28:00","07:28:00","CNR3659491874","Success","CID573670","Auto","KR Puram","Bannerghatta Road",154,110,NULL,NULL,"No",NULL,444,"UPI",1,"3.8","4.1"
"2024-07-17 07:05:00","07:05:00","CNR3623533429","Success","CID447644","Prime Plus","Basavanagudi","Yeshwanthpur",210,55,NULL,NULL,"No",NULL,476,"UPI",23,"3.1","4.9"
"2024-07-24 06:37:00","06:37:00","CNR2817233926","Success","CID620466","eBike","Kengeri","Koramangala",154,145,NULL,NULL,"No",NULL,471,"UPI",26,"4.9","3.8"
"2024-07-15 19:16:00","19:16:00","CNR4627809411","Success","CID463284","Auto","Shivajinagar","Electronic City",119,100,NULL,NULL,"No",NULL,204,"UPI",11,"4.8","3.4"
"2024-07-30 05:53:00","05:53:00","CNR1308261538","Success","CID605780","eBike","Richmond Town","Rajarajeshwari Nagar",126,60,NULL,NULL,"No",NULL,425,"UPI",5,"4.8","4.4"
"2024-07-20 04:03:00","04:03:00","CNR9054081319","Success","CID723227","Auto","JP Nagar","Bannerghatta Road",161,40,NULL,NULL,"No",NULL,106,"UPI",7,"3.4","4.9"
"2024-07-04 01:18:00","01:18:00","CNR9526078867","Success","CID900085","eBike","HSR Layout","Hulimavu",294,95,NULL,NULL,"Yes","Customer Demand",1805,"UPI",4,"3.7","4.0"
"2024-07-29 18:24:00","18:24:00","CNR8505998754","Success","CID393226","Mini","Marathahalli","Shivajinagar",112,130,NULL,NULL,"No",NULL,360,"UPI",1,"4.4","4.7"
"2024-07-08 18:55:00","18:55:00","CNR9511092010","Success","CID643112","Mini","Majestic","KR Puram",287,80,NULL,NULL,"No",NULL,1540,"UPI",12,"3.4","4.6"
"2024-07-27 22:55:00","22:55:00","CNR2179333461","Success","CID159326","Bike","Nagarbhavi","Vijayanagar",147,90,NULL,NULL,"No",NULL,332,"UPI",31,"4.4","4.3"
"2024-07-29 05:16:00","05:16:00","CNR4591666574","Success","CID229257","eBike","Ulsoor","Kengeri",196,115,NULL,NULL,"No",NULL,278,"UPI",48,"3.5","4.2"
"2024-07-28 07:15:00","07:15:00","CNR1610148184","Success","CID131708","Mini","Sahakar Nagar","Kammanahalli",49,50,NULL,NULL,"No",NULL,790,"UPI",16,"3.5","3.1"
"2024-07-19 17:53:00","17:53:00","CNR7154043084","Success","CID391013","Auto","Marathahalli","Indiranagar",140,115,NULL,NULL,"Yes","Customer Demand",525,"UPI",11,"3.0","4.5"
"2024-07-18 15:01:00","15:01:00","CNR3193710797","Success","CID467902","Prime Sedan","Padmanabhanagar","Richmond Town",161,120,NULL,NULL,"Yes","Other Issue",976,"UPI",27,"4.3","4.3"
"2024-07-24 15:36:00","15:36:00","CNR9590135968","Success","CID652106","eBike","Yeshwanthpur","Tumkur Road",105,60,NULL,NULL,"No",NULL,999,"UPI",43,"4.6","4.2"
"2024-07-08 18:08:00","18:08:00","CNR4053893416","Success","CID708547","Auto","Vijayanagar","Rajarajeshwari Nagar",259,30,NULL,NULL,"No",NULL,283,"UPI",7,"3.4","3.4"
"2024-07-16 15:17:00","15:17:00","CNR8545338624","Success","CID691224","Auto","Electronic City","JP Nagar",140,145,NULL,NULL,"No",NULL,353,"UPI",7,"4.7","4.9"
"2024-07-12 13:28:00","13:28:00","CNR3347159067","Success","CID823164","Auto","Varthur","Kengeri",133,135,NULL,NULL,"No",NULL,292,"UPI",16,"4.6","3.5"
"2024-07-06 15:29:00","15:29:00","CNR2200769825","Success","CID637025","Prime Plus","Mysore Road","Malleshwaram",210,25,NULL,NULL,"No",NULL,448,"UPI",15,"3.2","4.9"
"2024-07-27 18:23:00","18:23:00","CNR5433575259","Success","CID763377","Prime Sedan","Indiranagar","Langford Town",189,135,NULL,NULL,"Yes","Vehicle Breakdown",1921,"UPI",40,"3.3","3.9"
"2024-07-30 15:14:00","15:14:00","CNR9998375791","Success","CID173858","Mini","Hosur Road","Yeshwanthpur",203,90,NULL,NULL,"No",NULL,164,"UPI",33,"3.6","3.8"
"2024-07-04 02:29:00","02:29:00","CNR3791458762","Success","CID253766","Prime Sedan","Malleshwaram","Marathahalli",280,80,NULL,NULL,"No",NULL,235,"UPI",13,"4.0","3.9"
"2024-07-13 21:16:00","21:16:00","CNR3435305950","Success","CID780659","Prime Sedan","Hulimavu","Chamarajpet",98,125,NULL,NULL,"No",NULL,601,"UPI",22,"3.7","3.4"
"2024-07-09 02:29:00","02:29:00","CNR1412682969","Success","CID763740","Prime SUV","Electronic City","Vijayanagar",231,60,NULL,NULL,"No",NULL,280,"UPI",31,"4.1","4.8"
"2024-07-23 06:57:00","06:57:00","CNR9707279332","Success","CID666870","Prime Sedan","Rajarajeshwari Nagar","Hulimavu",147,55,NULL,NULL,"No",NULL,833,"UPI",14,"3.3","3.1"
"2024-07-23 12:35:00","12:35:00","CNR2270293390","Success","CID656262","eBike","Marathahalli","Shivajinagar",133,105,NULL,NULL,"No",NULL,435,"UPI",3,"4.1","3.0"
"2024-07-04 21:00:00","21:00:00","CNR9406709395","Success","CID139229","Auto","Ulsoor","Yeshwanthpur",196,105,NULL,NULL,"No",NULL,484,"UPI",5,"4.0","3.3"
"2024-07-05 22:33:00","22:33:00","CNR8975176661","Success","CID173986","Auto","Rajarajeshwari Nagar","Sahakar Nagar",189,125,NULL,NULL,"No",NULL,680,"UPI",7,"3.8","3.6"
"2024-07-28 12:22:00","12:22:00","CNR2930589148","Success","CID732234","eBike","Kadugodi","Ulsoor",105,140,NULL,NULL,"No",NULL,717,"UPI",3,"4.9","3.3"
"2024-07-09 13:36:00","13:36:00","CNR1502301342","Success","CID545036","Bike","Chamarajpet","Peenya",119,100,NULL,NULL,"No",NULL,246,"UPI",23,"3.9","3.3"
"2024-07-21 10:39:00","10:39:00","CNR4224138624","Success","CID990844","eBike","Kadugodi","Whitefield",175,35,NULL,NULL,"No",NULL,489,"UPI",16,"3.7","3.9"
"2024-07-14 23:58:00","23:58:00","CNR5217934339","Success","CID427019","Prime SUV","Electronic City","Majestic",224,75,NULL,NULL,"No",NULL,791,"UPI",21,"5.0","3.9"
"2024-07-05 08:54:00","08:54:00","CNR7537935962","Success","CID200131","eBike","Shantinagar","Hebbal",63,100,NULL,NULL,"Yes","Customer Demand",460,"UPI",4,"3.6","3.7"
"2024-07-20 16:43:00","16:43:00","CNR4079474864","Success","CID197349","Prime Sedan","Peenya","Varthur",140,90,NULL,NULL,"No",NULL,2047,"UPI",29,"3.0","3.7"
"2024-07-19 03:58:00","03:58:00","CNR1983010766","Success","CID811508","Prime Plus","Whitefield","Indiranagar",147,50,NULL,NULL,"No",NULL,2655,"UPI",26,"3.3","4.5"
"2024-07-22 17:10:00","17:10:00","CNR6208623380","Success","CID612908","eBike","Chickpet","Indiranagar",217,35,NULL,NULL,"No",NULL,276,"UPI",34,"4.4","4.1"
"2024-07-13 00:32:00","00:32:00","CNR2722435581","Success","CID877036","Mini","Padmanabhanagar","Malleshwaram",98,55,NULL,NULL,"Yes","Vehicle Breakdown",323,"UPI",14,"4.2","4.5"
"2024-07-16 18:09:00","18:09:00","CNR1347489072","Success","CID285104","eBike","Hennur","Hosur Road",273,55,NULL,NULL,"No",NULL,676,"UPI",8,"3.6","3.9"
"2024-07-27 17:14:00","17:14:00","CNR6838162057","Success","CID662763","Prime Plus","Ulsoor","BTM Layout",273,130,NULL,NULL,"No",NULL,349,"UPI",6,"4.9","4.0"
"2024-07-29 08:28:00","08:28:00","CNR5947910660","Success","CID422131","Auto","Rajajinagar","HSR Layout",287,120,NULL,NULL,"No",NULL,105,"UPI",13,"4.5","3.5"
"2024-07-12 20:10:00","20:10:00","CNR6438361240","Success","CID552719","Auto","Richmond Town","Banashankari",308,130,NULL,NULL,"No",NULL,493,"UPI",7,"3.8","4.7"
"2024-07-20 13:04:00","13:04:00","CNR3295803854","Success","CID835843","Prime Plus","Indiranagar","Kammanahalli",112,100,NULL,NULL,"No",NULL,496,"UPI",33,"5.0","4.9"
"2024-07-23 22:58:00","22:58:00","CNR4877674130","Success","CID108174","Auto","RT Nagar","Rajarajeshwari Nagar",175,25,NULL,NULL,"No",NULL,767,"UPI",8,"4.3","4.5"
"2024-07-17 21:12:00","21:12:00","CNR3535977567","Success","CID310505","Prime Sedan","Kammanahalli","Yeshwanthpur",168,25,NULL,NULL,"No",NULL,203,"UPI",24,"4.4","3.3"
"2024-07-26 07:08:00","07:08:00","CNR9380992083","Success","CID599667","Prime Sedan","Banashankari","Koramangala",203,125,NULL,NULL,"No",NULL,658,"UPI",45,"3.5","4.9"
"2024-07-09 02:52:00","02:52:00","CNR7433975344","Success","CID102370","Auto","Shivajinagar","Chickpet",98,65,NULL,NULL,"No",NULL,396,"UPI",18,"3.6","3.4"
"2024-07-30 12:03:00","12:03:00","CNR1525361077","Success","CID911746","Prime Sedan","Bannerghatta Road","Hulimavu",294,140,NULL,NULL,"No",NULL,2509,"UPI",10,"4.7","4.5"
"2024-07-01 03:07:00","03:07:00","CNR1647637548","Success","CID801387","Mini","Shivajinagar","Peenya",49,75,NULL,NULL,"No",NULL,615,"UPI",1,"4.2","4.9"
"2024-07-24 18:28:00","18:28:00","CNR4195153311","Success","CID139167","Prime Sedan","Ulsoor","Majestic",238,75,NULL,NULL,"No",NULL,237,"UPI",38,"5.0","3.4"
"2024-07-16 13:54:00","13:54:00","CNR2588489711","Success","CID271119","Prime Sedan","Hebbal","Bannerghatta Road",231,75,NULL,NULL,"No",NULL,1065,"UPI",40,"3.4","4.1"
"2024-07-10 08:32:00","08:32:00","CNR5234253257","Success","CID702250","Prime SUV","Basavanagudi","Chamarajpet",77,135,NULL,NULL,"No",NULL,393,"UPI",22,"3.3","4.3"
"2024-07-29 03:41:00","03:41:00","CNR9371669050","Success","CID686863","eBike","Cox Town","Langford Town",231,90,NULL,NULL,"No",NULL,256,"UPI",32,"3.9","4.4"
"2024-07-04 18:01:00","18:01:00","CNR1816364514","Success","CID953810","Auto","Varthur","Marathahalli",91,30,NULL,NULL,"No",NULL,809,"UPI",1,"3.9","3.4"
"2024-07-11 09:55:00","09:55:00","CNR2849784490","Success","CID760035","Auto","Ulsoor","Rajarajeshwari Nagar",210,85,NULL,NULL,"No",NULL,451,"UPI",4,"3.2","3.6"
"2024-07-03 20:03:00","20:03:00","CNR6972748438","Success","CID554381","Prime SUV","Vijayanagar","Majestic",280,50,NULL,NULL,"No",NULL,133,"UPI",21,"4.1","5.0"
"2024-07-01 06:47:00","06:47:00","CNR9735660911","Success","CID838803","Prime SUV","Bannerghatta Road","Yelahanka",217,115,NULL,NULL,"No",NULL,379,"UPI",27,"3.4","3.8"
"2024-07-01 19:03:00","19:03:00","CNR1759069706","Success","CID943819","Bike","Yeshwanthpur","Indiranagar",231,30,NULL,NULL,"No",NULL,172,"UPI",5,"3.1","3.1"
"2024-07-25 01:41:00","01:41:00","CNR1998845379","Success","CID587485","Auto","Majestic","Bannerghatta Road",77,60,NULL,NULL,"No",NULL,186,"UPI",18,"3.2","4.3"
"2024-07-10 22:55:00","22:55:00","CNR4936120069","Success","CID888986","Auto","Cox Town","Vijayanagar",217,75,NULL,NULL,"No",NULL,943,"UPI",8,"4.3","4.9"
"2024-07-20 21:28:00","21:28:00","CNR9333273492","Success","CID604552","Prime Sedan","Chickpet","Majestic",105,115,NULL,NULL,"No",NULL,594,"UPI",21,"4.1","4.6"
"2024-07-16 16:04:00","16:04:00","CNR8705137963","Success","CID925665","Auto","Bellandur","BTM Layout",147,70,NULL,NULL,"No",NULL,727,"UPI",12,"3.1","4.8"
"2024-07-03 10:41:00","10:41:00","CNR4759587059","Success","CID274425","Mini","Padmanabhanagar","JP Nagar",231,35,NULL,NULL,"No",NULL,997,"UPI",40,"3.8","3.1"
"2024-07-25 15:57:00","15:57:00","CNR5983043846","Success","CID608437","Mini","Hebbal","BTM Layout",217,130,NULL,NULL,"No",NULL,191,"UPI",1,"3.3","3.6"
"2024-07-04 03:04:00","03:04:00","CNR7848570023","Success","CID941682","eBike","Yeshwanthpur","Magadi Road",168,125,NULL,NULL,"No",NULL,996,"UPI",34,"3.3","3.8"
"2024-07-07 13:16:00","13:16:00","CNR2784806529","Success","CID264448","Prime Sedan","Magadi Road","Cox Town",301,145,NULL,NULL,"No",NULL,342,"UPI",13,"3.7","3.4"
"2024-07-21 20:06:00","20:06:00","CNR3246542979","Success","CID663499","eBike","Mysore Road","Indiranagar",42,50,NULL,NULL,"No",NULL,101,"UPI",17,"3.4","3.1"
"2024-07-04 03:08:00","03:08:00","CNR7874049610","Success","CID236414","Prime Plus","Sahakar Nagar","HSR Layout",203,100,NULL,NULL,"No",NULL,960,"UPI",44,"3.2","4.7"
"2024-07-28 18:24:00","18:24:00","CNR6035501952","Success","CID398994","Prime Sedan","Indiranagar","Hebbal",308,135,NULL,NULL,"No",NULL,169,"UPI",17,"3.1","3.1"
"2024-07-18 12:52:00","12:52:00","CNR4481374455","Success","CID499189","Prime Plus","Electronic City","Marathahalli",294,105,NULL,NULL,"No",NULL,679,"UPI",34,"4.0","4.5"
"2024-07-24 15:45:00","15:45:00","CNR2357234097","Success","CID515000","Auto","Chamarajpet","JP Nagar",245,25,NULL,NULL,"No",NULL,554,"UPI",5,"3.0","4.9"
"2024-07-15 13:31:00","13:31:00","CNR7903784728","Success","CID139760","Prime Plus","Kengeri","Sarjapur Road",63,125,NULL,NULL,"No",NULL,107,"UPI",39,"3.3","4.9"
